rs_tx	gene	tx_recovery	gene_recovery	perc_recovery
NM_021911	GABRB2	19	19.0	100.0
NM_000813	GABRB2	19	19.0	100.0
NM_001371727	GABRB2	19	19.0	100.0
NM_000806	GABRA1	17	19.0	89.47368421052632
NM_001127643	GABRA1	17	19.0	89.47368421052632
NM_001127644	GABRA1	17	19.0	89.47368421052632
NM_001127645	GABRA1	17	19.0	89.47368421052632
NM_001127648	GABRA1	17	19.0	89.47368421052632
NM_198903	GABRG2	29	31.0	93.54838709677419
NM_198904	GABRG2	29	31.0	93.54838709677419
NM_000816	GABRG2	29	31.0	93.54838709677419
NM_002887	RARS1	10	11.0	90.9090909090909
NM_001329643	SPDL1	1	1.0	100.0
NM_001329642	SPDL1	1	1.0	100.0
NM_001329639	SPDL1	1	1.0	100.0
NM_017785	SPDL1	1	1.0	100.0
NM_001329640	SPDL1	1	1.0	100.0
NM_001329641	SPDL1	1	1.0	100.0
NR_156756	DOCK2	3	6.0	50.0
NM_004946	DOCK2	3	6.0	50.0
NM_012188	FOXI1	1	1.0	100.0
NR_149149	NPM1	9	9.0	100.0
NM_001355006	NPM1	9	9.0	100.0
NM_002520	NPM1	9	9.0	100.0
NM_199185	NPM1	9	9.0	100.0
NM_001355007	NPM1	9	9.0	100.0
NM_001355010	NPM1	9	9.0	100.0
NM_003862	FGF18	1	1.0	100.0
NM_001308175	SH3PXD2B	3	5.0	60.0
NM_001017995	SH3PXD2B	3	5.0	60.0
NM_001031711	ERGIC1	1	1.0	100.0
NM_004387	NKX2	31	66.0	46.96969696969697
NM_001166176	NKX2	33	66.0	50.0
NM_001166175	NKX2	33	66.0	50.0
NM_001363626	MSX2	4	4.0	100.0
NM_002449	MSX2	4	4.0	100.0
NM_001318036	SNCB	2	2.0	100.0
NM_001318037	SNCB	1	2.0	50.0
NM_003085	SNCB	2	2.0	100.0
NM_001363140	SNCB	2	2.0	100.0
NM_001318035	SNCB	1	2.0	50.0
NM_001001502	SNCB	2	2.0	100.0
NM_001318034	SNCB	2	2.0	100.0
NM_213647	FGFR4	4	4.0	100.0
NM_002011	FGFR4	4	4.0	100.0
NM_001291980	FGFR4	3	4.0	75.0
NM_001354984	FGFR4	4	4.0	100.0
NM_022963	FGFR4	3	4.0	75.0
NM_172349	NSD1	301	324.0	92.90123456790124
NM_022455	NSD1	302	324.0	93.20987654320987
NM_001365684	NSD1	301	324.0	92.90123456790124
NM_003052	SLC34A1	13	14.0	92.85714285714286
NM_001167579	SLC34A1	10	14.0	71.42857142857143
NM_000505	F12	2	3.0	66.66666666666666
NM_016222	DDX41	8	9.0	88.88888888888889
NM_001321830	DDX41	8	9.0	88.88888888888889
NM_001321732	DDX41	8	9.0	88.88888888888889
NM_007255	B4GALT7	6	6.0	100.0
NM_006261	PROP1	22	26.0	84.61538461538461
NM_022762	RMND5B	1		
NM_001034833	NHP2	1	1.0	100.0
NM_017838	NHP2	1	1.0	100.0
NM_000843	GRM6	5	5.0	100.0
NM_014244	ADAMTS2	7	8.0	87.5
NM_021599	ADAMTS2	2	8.0	25.0
NM_001142298	SQSTM1	6	9.0	66.66666666666666
NM_001142299	SQSTM1	6	9.0	66.66666666666666
NM_003900	SQSTM1	8	9.0	88.88888888888889
NM_182925	FLT4	3	3.0	100.0
NM_001354989	FLT4	3	3.0	100.0
NM_002020	FLT4	3	3.0	100.0
NM_001453	FOXC1	35	35.0	100.0
NM_001297700	SERPINB6	2	2.0	100.0
NM_004568	SERPINB6	2	2.0	100.0
NM_001195291	SERPINB6	2	2.0	100.0
NM_001271824	SERPINB6	2	2.0	100.0
NM_001297699	SERPINB6	2	2.0	100.0
NM_001271822	SERPINB6	2	2.0	100.0
NM_001271823	SERPINB6	2	2.0	100.0
NM_001271825	SERPINB6	2	2.0	100.0
NM_001317061	RIPK1	5	5.0	100.0
NM_001354932	RIPK1	5	5.0	100.0
NM_003804	RIPK1	5	5.0	100.0
NM_001354931	RIPK1	5	5.0	100.0
NM_001354934	RIPK1	5	5.0	100.0
NM_001354933	RIPK1	5	5.0	100.0
NM_001354930	RIPK1	5	5.0	100.0
NM_001069	TUBB2A	9	9.0	100.0
NM_001310315	TUBB2A	9	9.0	100.0
NM_178012	TUBB2B	16	16.0	100.0
NM_001318872	FARS2	17	18.0	94.44444444444444
NM_006567	FARS2	17	18.0	94.44444444444444
NM_000129	F13A1	20	23.0	86.95652173913044
NM_004415	DSP	150	166.0	90.36144578313254
NM_001319034	DSP	133	166.0	80.12048192771084
NM_001008844	DSP	123	166.0	74.09638554216868
NM_001042425	TFAP2A	21	21.0	100.0
NM_001372066	TFAP2A	21	21.0	100.0
NM_001032280	TFAP2A	21	21.0	100.0
NR_145448	TFAP2A	14	21.0	66.66666666666666
NM_145649	GCNT2	5	7.0	71.42857142857143
NM_001491	GCNT2	7	7.0	100.0
NM_145655	GCNT2	5	7.0	71.42857142857143
NR_134935	MAK	7	9.0	77.77777777777779
NR_134936	MAK	7	9.0	77.77777777777779
NM_001242385	MAK	6	9.0	66.66666666666666
NM_005906	MAK	7	9.0	77.77777777777779
NM_001242957	MAK	7	9.0	77.77777777777779
NM_004752	GCM2	3	4.0	75.0
NM_002114	HIVEP1	1	1.0	100.0
NM_001955	EDN1	1	1.0	100.0
NM_001168319	EDN1	1	1.0	100.0
NM_030948	PHACTR1	2	2.0	100.0
NM_001242648	PHACTR1	2	2.0	100.0
NM_001322308	PHACTR1	2	2.0	100.0
NM_001322309	PHACTR1	2	2.0	100.0
NM_001322310	PHACTR1	2	2.0	100.0
NM_001322311	PHACTR1	2	2.0	100.0
NM_001322313	PHACTR1	2	2.0	100.0
NM_001322312	PHACTR1	2	2.0	100.0
NM_001322314	PHACTR1	2	2.0	100.0
NR_134872	TBC1D7	1	3.0	33.33333333333333
NM_001318809	TBC1D7	3	3.0	100.0
NM_001143966	TBC1D7	3	3.0	100.0
NM_001258457	TBC1D7	3	3.0	100.0
NM_001143965	TBC1D7	3	3.0	100.0
NM_001318805	TBC1D7	3	3.0	100.0
NM_001143964	TBC1D7	3	3.0	100.0
NM_016495	TBC1D7	3	3.0	100.0
NM_001318806	TBC1D7	1	3.0	33.33333333333333
NR_036448	DTNBP1	2	2.0	100.0
NM_032122	DTNBP1	2	2.0	100.0
NM_001271669	DTNBP1	2	2.0	100.0
NM_001271668	DTNBP1	2	2.0	100.0
NM_001271667	DTNBP1	2	2.0	100.0
NM_183040	DTNBP1	2	2.0	100.0
NM_198586	NHLRC1	10	10.0	100.0
NM_003107	SOX4	4	4.0	100.0
NM_001195610	DCDC2	9	12.0	75.0
NM_016356	DCDC2	9	12.0	75.0
NM_181337	KAAG1	3		
NM_170740	ALDH5A1	11	16.0	68.75
NM_001080	ALDH5A1	11	16.0	68.75
NM_001368954	ALDH5A1	10	16.0	62.5
NM_016614	TDP2	2	3.0	66.66666666666666
NM_015895	GMNN	2	2.0	100.0
NM_001251989	GMNN	2	2.0	100.0
NM_001251990	GMNN	2	2.0	100.0
NM_001251991	GMNN	2	2.0	100.0
NR_144383	LOC108783645	1		
NM_000410	HFE	5	6.0	83.33333333333334
NM_139006	HFE	5	6.0	83.33333333333334
NM_139004	HFE	2	6.0	33.33333333333333
NM_139003	HFE	2	6.0	33.33333333333333
NM_139009	HFE	5	6.0	83.33333333333334
NM_139007	HFE	5	6.0	83.33333333333334
NM_139008	HFE	5	6.0	83.33333333333334
NM_139010	HFE	2	6.0	33.33333333333333
NM_001300749	HFE	5	6.0	83.33333333333334
NM_005321	H1	5	5.0	100.0
NM_003533	H3C11	2	2.0	100.0
NM_001366333	ZFP57	7	7.0	100.0
NM_001109809	ZFP57	7	7.0	100.0
NM_001164239	DHX16	4	4.0	100.0
NM_001363515	DHX16	4	4.0	100.0
NM_003587	DHX16	4	4.0	100.0
NR_120608	TUBB	1	6.0	16.666666666666664
NM_178014	TUBB	6	6.0	100.0
NM_001293213	TUBB	2	6.0	33.33333333333333
NM_001293214	TUBB	6	6.0	100.0
NM_001293212	TUBB	6	6.0	100.0
NM_001293215	TUBB	6	6.0	100.0
NM_001293216	TUBB	6	6.0	100.0
NM_020442	VARS2	6	6.0	100.0
NM_001167733	VARS2	6	6.0	100.0
NM_001167734	VARS2	6	6.0	100.0
NM_001264	CDSN	6	6.0	100.0
NM_000594	TNF	1	1.0	100.0
NM_001320	CSNK2B	7	8.0	87.5
NM_001282385	CSNK2B	7	8.0	87.5
NM_138277	MPIG6B	3	3.0	100.0
NM_025260	MPIG6B	3	3.0	100.0
NM_138272	MPIG6B	3	3.0	100.0
NM_138273	MPIG6B	3	3.0	100.0
NM_138274	MPIG6B	2	3.0	66.66666666666666
NM_138275	MPIG6B	2	3.0	66.66666666666666
NR_037846	MSH5	1	1.0	100.0
NM_002441	MSH5	1	1.0	100.0
NM_025259	MSH5	1	1.0	100.0
NM_172165	MSH5	1	1.0	100.0
NM_172166	MSH5	1	1.0	100.0
NM_006295	VARS1	14	15.0	93.33333333333333
NM_000434	NEU1	8	10.0	80.0
NM_025257	SLC44A4	1	1.0	100.0
NM_001178045	SLC44A4	1	1.0	100.0
NM_001282457	C2	1	1.0	100.0
NM_001178063	C2	1	1.0	100.0
NM_001282458	C2	1	1.0	100.0
NM_000063	C2	1	1.0	100.0
NM_001145903	C2	1	1.0	100.0
NM_001710	CFB	2	2.0	100.0
NM_006929	SKIV2L	4	5.0	80.0
NR_026717	STK19	1	1.0	100.0
NM_032454	STK19	1	1.0	100.0
NM_004197	STK19	1	1.0	100.0
NM_001368143	CYP21A2	31	31.0	100.0
NM_001368144	CYP21A2	29	31.0	93.54838709677419
NM_001128590	CYP21A2	27	31.0	87.09677419354838
NM_000500	CYP21A2	29	31.0	93.54838709677419
NM_019105	TNXB	10	10.0	100.0
NM_001365276	TNXB	10	10.0	100.0
NM_032470	TNXB	1	10.0	10.0
NM_018833	TAP2	3	4.0	75.0
NM_001290043	TAP2	3	4.0	75.0
NM_004159	PSMB8	4	4.0	100.0
NM_148919	PSMB8	4	4.0	100.0
NM_000593	TAP1	1	1.0	100.0
NM_001292022	TAP1	1	1.0	100.0
NM_002800	PSMB9	1	1.0	100.0
NM_080679	COL11A2	23	28.0	82.14285714285714
NM_080681	COL11A2	23	28.0	82.14285714285714
NM_080680	COL11A2	24	28.0	85.71428571428571
NM_001163771	COL11A2	5	28.0	17.857142857142858
NM_003190	TAPBP	1	1.0	100.0
NM_172209	TAPBP	1	1.0	100.0
NM_172208	TAPBP	1	1.0	100.0
NM_001254717	DAXX	4	4.0	100.0
NM_001141970	DAXX	4	4.0	100.0
NM_001350	DAXX	4	4.0	100.0
NM_001141969	DAXX	4	4.0	100.0
NM_006772	SYNGAP1	112	125.0	89.60000000000001
NM_001130066	SYNGAP1	112	125.0	89.60000000000001
NR_049800	MIR5004	1		
NM_001202470	RPS10	4	4.0	100.0
NM_001014	RPS10	4	4.0	100.0
NM_001204091	RPS10	4	4.0	100.0
NM_001203245	RPS10	4	4.0	100.0
NM_021922	FANCE	4	5.0	80.0
NM_001289395	TULP1	12	16.0	75.0
NM_003322	TULP1	12	16.0	75.0
NM_182548	LHFPL5	5	5.0	100.0
NM_001145716	PNPLA1	18	26.0	69.23076923076923
NM_173676	PNPLA1	18	26.0	69.23076923076923
NM_001145717	PNPLA1	26	26.0	100.0
NM_001206927	DNAH8	13	23.0	56.52173913043478
NM_001371	DNAH8	13	23.0	56.52173913043478
NM_031460	KCNK17	1	1.0	100.0
NM_001135111	KCNK17	1	1.0	100.0
NR_033233	MOCS1	4	8.0	50.0
NM_001358531	MOCS1	5	8.0	62.5
NM_001358533	MOCS1	5	8.0	62.5
NM_001358529	MOCS1	4	8.0	50.0
NM_001358530	MOCS1	5	8.0	62.5
NM_001075098	MOCS1	5	8.0	62.5
NM_005943	MOCS1	5	8.0	62.5
NM_001358534	MOCS1	5	8.0	62.5
NM_001271821	TREM2	8	10.0	80.0
NM_018965	TREM2	8	10.0	80.0
NM_138457	FOXP4	1	1.0	100.0
NM_001012427	FOXP4	1	1.0	100.0
NM_001012426	FOXP4	1	1.0	100.0
NM_001319061	GUCA1A	6	6.0	100.0
NM_000409	GUCA1A	6	6.0	100.0
NM_001319062	GUCA1A	6	6.0	100.0
NM_000322	PRPH2	53	54.0	98.14814814814815
NR_134881	CNPY3	1	3.0	33.33333333333333
NR_134880	CNPY3	1	3.0	33.33333333333333
NR_134882	CNPY3	1	3.0	33.33333333333333
NR_134888	CNPY3	1	3.0	33.33333333333333
NM_001318842	CNPY3	1	3.0	33.33333333333333
NM_001318845	CNPY3	1	3.0	33.33333333333333
NM_006586	CNPY3	1	3.0	33.33333333333333
NR_133009	PEX6	41	55.0	74.54545454545455
NM_001316313	PEX6	37	55.0	67.27272727272727
NM_000287	PEX6	41	55.0	74.54545454545455
NM_001270476	PPP2R5D	2		
NM_006245	PPP2R5D	2		
NM_180976	PPP2R5D	2		
NM_180977	PPP2R5D	2		
NM_001168370	CUL7	27	29.0	93.10344827586206
NM_014780	CUL7	27	29.0	93.10344827586206
NM_032538	TTBK1	1	1.0	100.0
NM_001318876	POLR1C	16	21.0	76.19047619047619
NM_001363658	POLR1C	16	21.0	76.19047619047619
NM_203290	POLR1C	19	21.0	90.47619047619048
NM_006502	POLH	12	13.0	92.3076923076923
NM_001291970	POLH	11	13.0	84.61538461538461
NM_001291969	POLH	10	13.0	76.92307692307693
NM_001286216	GTPBP2	3	4.0	75.0
NM_019096	GTPBP2	3	4.0	75.0
NM_001193341	RSPH9	8	9.0	88.88888888888889
NM_152732	RSPH9	8	9.0	88.88888888888889
NM_001304462	SLC29A1	1	1.0	100.0
NM_001304465	SLC29A1	1	1.0	100.0
NM_001304466	SLC29A1	1	1.0	100.0
NM_001078177	SLC29A1	1	1.0	100.0
NM_001078175	SLC29A1	1	1.0	100.0
NM_001372327	SLC29A1	1	1.0	100.0
NM_020745	AARS2	12	14.0	85.71428571428571
NR_103532	RUNX2	1	13.0	7.6923076923076925
NR_103533	RUNX2	1	13.0	7.6923076923076925
NM_001015051	RUNX2	13	13.0	100.0
NM_001024630	RUNX2	13	13.0	100.0
NM_001369405	RUNX2	12	13.0	92.3076923076923
NM_001278478	RUNX2	12	13.0	92.3076923076923
NM_001370649	CLIC5	1	1.0	100.0
NM_001370650	CLIC5	1	1.0	100.0
NM_001114086	CLIC5	1	1.0	100.0
NM_016929	CLIC5	1	1.0	100.0
NM_001256023	CLIC5	1	1.0	100.0
NM_012120	CD2AP	1	3.0	33.33333333333333
NM_000255	MMUT	86	104.0	82.6923076923077
NM_000324	RHAG	3	7.0	42.857142857142854
NM_003221	TFAP2B	3	6.0	50.0
NM_138694	PKHD1	183	247.0	74.08906882591093
NM_170724	PKHD1	147	247.0	59.51417004048582
NR_033327	EFHC1	3	3.0	100.0
NM_018100	EFHC1	3	3.0	100.0
NM_001172420	EFHC1	3	3.0	100.0
NM_014920	CILK1	1	2.0	50.0
NM_016513	CILK1	1	2.0	50.0
NM_001498	GCLC	1	1.0	100.0
NM_001144770	DST	9	21.0	42.857142857142854
NM_183380	DST	8	21.0	38.095238095238095
NM_001144769	DST	9	21.0	42.857142857142854
NM_015548	DST	8	21.0	38.095238095238095
NM_001723	DST	12	21.0	57.14285714285714
NR_103822	RAB23	2	5.0	40.0
NM_001278666	RAB23	4	5.0	80.0
NM_001278667	RAB23	4	5.0	80.0
NM_016277	RAB23	4	5.0	80.0
NM_001278668	RAB23	4	5.0	80.0
NM_183227	RAB23	4	5.0	80.0
NM_001290259	PHF3	18	18.0	100.0
NM_001370348	PHF3	18	18.0	100.0
NM_001370350	PHF3	18	18.0	100.0
NM_001370349	PHF3	18	18.0	100.0
NM_015153	PHF3	18	18.0	100.0
NM_001142800	EYS	91	85.0	107.05882352941177
NM_001292009	EYS	91	85.0	107.05882352941177
NM_001142801	EYS	18	85.0	21.176470588235293
NM_198283	EYS	19	85.0	22.35294117647059
NM_001704	ADGRB3	2	2.0	100.0
NM_018368	LMBRD1	2	3.0	66.66666666666666
NM_001367272	LMBRD1	2	3.0	66.66666666666666
NM_001367271	LMBRD1	2	3.0	66.66666666666666
NM_001363722	LMBRD1	2	3.0	66.66666666666666
NM_001851	COL9A1	10	10.0	100.0
NM_078485	COL9A1	8	10.0	80.0
NM_001160133	KCNQ5	5	5.0	100.0
NM_019842	KCNQ5	5	5.0	100.0
NM_001160134	KCNQ5	4	5.0	80.0
NM_001160132	KCNQ5	5	5.0	100.0
NM_001160130	KCNQ5	5	5.0	100.0
NM_001017361	KHDC3L	5	5.0	100.0
NM_133645	MTO1	14	15.0	93.33333333333333
NM_001123226	MTO1	14	15.0	93.33333333333333
NM_012123	MTO1	14	15.0	93.33333333333333
NM_012434	SLC17A5	28	41.0	68.29268292682927
NM_080645	COL12A1	12	21.0	57.14285714285714
NM_004370	COL12A1	15	21.0	71.42857142857143
NR_160538	MYO6	21	24.0	87.5
NR_160539	MYO6	7	24.0	29.166666666666668
NM_001368865	MYO6	21	24.0	87.5
NM_001368866	MYO6	21	24.0	87.5
NM_001368137	MYO6	21	24.0	87.5
NM_004999	MYO6	21	24.0	87.5
NM_001300899	MYO6	21	24.0	87.5
NM_001368136	MYO6	21	24.0	87.5
NM_001368138	MYO6	21	24.0	87.5
NM_001368139	MYO6	7	24.0	29.166666666666668
NM_001368140	MYO6	7	24.0	29.166666666666668
NM_001282368	IMPG1	2	5.0	40.0
NM_001563	IMPG1	3	5.0	60.0
NM_017934	PHIP	23	28.0	82.14285714285714
NM_001122769	LCA5	10	12.0	83.33333333333334
NM_181714	LCA5	10	12.0	83.33333333333334
NM_022726	ELOVL4	8	11.0	72.72727272727273
NM_001166691	TTK	1	1.0	100.0
NM_003318	TTK	1	1.0	100.0
NR_134945	BCKDHB	54	70.0	77.14285714285715
NM_000056	BCKDHB	56	70.0	80.0
NM_001318975	BCKDHB	43	70.0	61.42857142857143
NM_183050	BCKDHB	54	70.0	77.14285714285715
NM_017633	TENT5A	3	3.0	100.0
NR_159812	PGM3	8	8.0	100.0
NM_001199917	PGM3	8	8.0	100.0
NM_001199918	PGM3	8	8.0	100.0
NM_001367286	PGM3	7	8.0	87.5
NM_015599	PGM3	8	8.0	100.0
NM_001367287	PGM3	8	8.0	100.0
NM_001199919	PGM3	8	8.0	100.0
NR_103525	RIPPLY2	1	2.0	50.0
NM_001009994	RIPPLY2	1	2.0	50.0
NM_001080508	TBX18	2	2.0	100.0
NM_001204813	NT5E	2	2.0	100.0
NM_002526	NT5E	2	2.0	100.0
NR_146774	SNX14	10	15.0	66.66666666666666
NR_146775	SNX14	10	15.0	66.66666666666666
NR_146779	SNX14	10	15.0	66.66666666666666
NR_146776	SNX14	9	15.0	60.0
NR_146777	SNX14	10	15.0	66.66666666666666
NR_146778	SNX14	10	15.0	66.66666666666666
NM_001350543	SNX14	9	15.0	60.0
NM_001350539	SNX14	10	15.0	66.66666666666666
NM_001350542	SNX14	9	15.0	60.0
NM_001350546	SNX14	9	15.0	60.0
NM_001350547	SNX14	10	15.0	66.66666666666666
NM_001350544	SNX14	9	15.0	60.0
NM_001350553	SNX14	10	15.0	66.66666666666666
NM_001350549	SNX14	10	15.0	66.66666666666666
NM_001304479	SNX14	10	15.0	66.66666666666666
NM_001350537	SNX14	9	15.0	60.0
NM_001350534	SNX14	10	15.0	66.66666666666666
NM_001350535	SNX14	9	15.0	60.0
NM_001350533	SNX14	10	15.0	66.66666666666666
NM_001350548	SNX14	9	15.0	60.0
NM_020468	SNX14	9	15.0	60.0
NM_001350536	SNX14	9	15.0	60.0
NM_001350545	SNX14	9	15.0	60.0
NM_001350551	SNX14	10	15.0	66.66666666666666
NM_001350538	SNX14	9	15.0	60.0
NM_001350550	SNX14	10	15.0	66.66666666666666
NM_001350541	SNX14	10	15.0	66.66666666666666
NM_001297614	SNX14	10	15.0	66.66666666666666
NM_001350540	SNX14	10	15.0	66.66666666666666
NM_001350552	SNX14	12	15.0	80.0
NM_001350532	SNX14	10	15.0	66.66666666666666
NM_153816	SNX14	10	15.0	66.66666666666666
NM_001351444	ZNF292	2	2.0	100.0
NM_015021	ZNF292	2	2.0	100.0
NM_001168398	SLC35A1	2	3.0	66.66666666666666
NM_006416	SLC35A1	3	3.0	100.0
NR_146747	RARS2	26	29.0	89.65517241379311
NR_134857	RARS2	26	29.0	89.65517241379311
NR_146756	RARS2	24	29.0	82.75862068965517
NR_146741	RARS2	25	29.0	86.20689655172413
NR_146757	RARS2	25	29.0	86.20689655172413
NR_146758	RARS2	26	29.0	89.65517241379311
NR_146759	RARS2	26	29.0	89.65517241379311
NR_146745	RARS2	26	29.0	89.65517241379311
NR_146739	RARS2	26	29.0	89.65517241379311
NR_146754	RARS2	26	29.0	89.65517241379311
NR_146752	RARS2	26	29.0	89.65517241379311
NR_146753	RARS2	26	29.0	89.65517241379311
NR_146738	RARS2	26	29.0	89.65517241379311
NR_146749	RARS2	26	29.0	89.65517241379311
NR_146743	RARS2	26	29.0	89.65517241379311
NR_146751	RARS2	24	29.0	82.75862068965517
NR_146748	RARS2	26	29.0	89.65517241379311
NR_146750	RARS2	26	29.0	89.65517241379311
NR_146744	RARS2	24	29.0	82.75862068965517
NR_146740	RARS2	26	29.0	89.65517241379311
NR_146755	RARS2	26	29.0	89.65517241379311
NR_146742	RARS2	26	29.0	89.65517241379311
NR_146746	RARS2	24	29.0	82.75862068965517
NM_001350505	RARS2	26	29.0	89.65517241379311
NM_001350509	RARS2	25	29.0	86.20689655172413
NM_001318785	RARS2	26	29.0	89.65517241379311
NM_001350506	RARS2	26	29.0	89.65517241379311
NM_001350510	RARS2	26	29.0	89.65517241379311
NM_001350508	RARS2	26	29.0	89.65517241379311
NM_001350511	RARS2	26	29.0	89.65517241379311
NM_001350507	RARS2	26	29.0	89.65517241379311
NM_020320	RARS2	26	29.0	89.65517241379311
NM_001170794	BACH2	2	2.0	100.0
NM_021813	BACH2	2	2.0	100.0
NM_145333	MAP3K7	7	7.0	100.0
NM_003188	MAP3K7	7	7.0	100.0
NM_145332	MAP3K7	7	7.0	100.0
NM_145331	MAP3K7	7	7.0	100.0
NR_103836	FBXL4	38	50.0	76.0
NR_103837	FBXL4	21	50.0	42.0
NM_001278716	FBXL4	44	50.0	88.0
NM_012160	FBXL4	44	50.0	88.0
NR_144344	USP45	5	5.0	100.0
NR_144345	USP45	4	5.0	80.0
NR_144346	USP45	5	5.0	100.0
NR_144348	USP45	3	5.0	60.0
NR_144347	USP45	3	5.0	60.0
NM_001346025	USP45	4	5.0	80.0
NM_001346023	USP45	5	5.0	100.0
NM_001346024	USP45	4	5.0	80.0
NM_001346028	USP45	5	5.0	100.0
NM_001346026	USP45	5	5.0	100.0
NM_001346022	USP45	5	5.0	100.0
NM_001346027	USP45	5	5.0	100.0
NM_001080481	USP45	5	5.0	100.0
NM_001346029	USP45	5	5.0	100.0
NM_001346021	USP45	5	5.0	100.0
NM_001346030	USP45	3	5.0	60.0
NM_032929	USP45	2	5.0	40.0
NM_001346033	USP45	2	5.0	40.0
NM_005068	SIM1	2	2.0	100.0
NM_175768	GRIK2	2	2.0	100.0
NM_001166247	GRIK2	2	2.0	100.0
NM_021956	GRIK2	2	2.0	100.0
NR_146787	HACE1	12	14.0	85.71428571428571
NR_146789	HACE1	12	14.0	85.71428571428571
NR_146790	HACE1	12	14.0	85.71428571428571
NR_146791	HACE1	12	14.0	85.71428571428571
NR_146788	HACE1	12	14.0	85.71428571428571
NR_146792	HACE1	12	14.0	85.71428571428571
NR_104424	HACE1	12	14.0	85.71428571428571
NM_001350555	HACE1	11	14.0	78.57142857142857
NM_001350560	HACE1	11	14.0	78.57142857142857
NM_001350557	HACE1	12	14.0	85.71428571428571
NM_001350556	HACE1	12	14.0	85.71428571428571
NM_001350559	HACE1	11	14.0	78.57142857142857
NM_001321080	HACE1	11	14.0	78.57142857142857
NM_001350558	HACE1	12	14.0	85.71428571428571
NM_020771	HACE1	12	14.0	85.71428571428571
NM_001350554	HACE1	11	14.0	78.57142857142857
NM_001321084	HACE1	12	14.0	85.71428571428571
NM_001321083	HACE1	12	14.0	85.71428571428571
NM_001199563	BVES	4	5.0	80.0
NM_007073	BVES	4	5.0	80.0
NM_147147	BVES	4	5.0	80.0
NR_104403	ATG5	1	1.0	100.0
NR_104402	ATG5	1	1.0	100.0
NM_001286107	ATG5	1	1.0	100.0
NM_001286108	ATG5	1	1.0	100.0
NM_004849	ATG5	1	1.0	100.0
NM_001286106	ATG5	1	1.0	100.0
NM_001318746	RTN4IP1	1	1.0	100.0
NM_032730	RTN4IP1	1	1.0	100.0
NM_018292	QRSL1	4	4.0	100.0
NM_020381	PDSS2	4	5.0	80.0
NM_018013	SOBP	1	1.0	100.0
NM_007214	SEC63	5	8.0	62.5
NM_014028	OSTM1	2	4.0	50.0
NM_001286609	ARMC2	4	5.0	80.0
NM_032131	ARMC2	4	5.0	80.0
NM_001142401	CD164	1	1.0	100.0
NM_001142402	CD164	1	1.0	100.0
NM_006016	CD164	1	1.0	100.0
NM_001346500	CD164	1	1.0	100.0
NM_001286613	MICAL1	1	1.0	100.0
NM_001159291	MICAL1	1	1.0	100.0
NM_022765	MICAL1	1	1.0	100.0
NM_014797	ZBTB24	8	8.0	100.0
NM_001164313	ZBTB24	3	8.0	37.5
NM_014845	FIG4	16	18.0	88.88888888888889
NM_001024936	WASF1	3	3.0	100.0
NM_001024935	WASF1	3	3.0	100.0
NM_001024934	WASF1	3	3.0	100.0
NM_003931	WASF1	3	3.0	100.0
NM_002912	REV3L	1	1.0	100.0
NM_001286432	REV3L	1	1.0	100.0
NM_001286431	REV3L	1	1.0	100.0
NM_001372078	REV3L	1	1.0	100.0
NM_001164281	TRAF3IP2	1	1.0	100.0
NM_147686	TRAF3IP2	1	1.0	100.0
NM_147200	TRAF3IP2	1	1.0	100.0
NM_001164283	TRAF3IP2	1	1.0	100.0
NR_125354	CCN6	14	16.0	87.5
NR_125353	CCN6	14	16.0	87.5
NM_003880	CCN6	14	16.0	87.5
NM_198239	CCN6	14	16.0	87.5
NM_002290	LAMA4	2	2.0	100.0
NM_001105206	LAMA4	2	2.0	100.0
NM_001105207	LAMA4	2	2.0	100.0
NM_000493	COL10A1	6	6.0	100.0
NR_136524	DSE	1	1.0	100.0
NM_001322937	DSE	1	1.0	100.0
NM_001322940	DSE	1	1.0	100.0
NM_001322938	DSE	1	1.0	100.0
NM_001080976	DSE	1	1.0	100.0
NM_001322939	DSE	1	1.0	100.0
NM_013352	DSE	1	1.0	100.0
NM_001322944	DSE	1	1.0	100.0
NM_001322941	DSE	1	1.0	100.0
NM_001010892	RSPH4A	20	20.0	100.0
NM_001161664	RSPH4A	18	20.0	90.0
NM_173560	RFX6	7	10.0	70.0
NM_002944	ROS1	2	2.0	100.0
NM_138459	NUS1	3	3.0	100.0
NM_002667	PLN	1	1.0	100.0
NM_017696	MCM9	2	3.0	66.66666666666666
NM_153255	MCM9	1	3.0	33.33333333333333
NM_000165	GJA1	16	16.0	100.0
NM_006073	TRDN	10	16.0	62.5
NM_001251987	TRDN	7	16.0	43.75
NM_001256020	TRDN	6	16.0	37.5
NM_001256021	TRDN	6	16.0	37.5
NM_001256022	TRDN	2	16.0	12.5
NM_001079823	LAMA2	103	166.0	62.048192771084345
NM_000426	LAMA2	104	166.0	62.65060240963856
NR_160934	ARG1	15	22.0	68.18181818181817
NM_001244438	ARG1	17	22.0	77.27272727272727
NM_000045	ARG1	17	22.0	77.27272727272727
NM_001369020	ARG1	13	22.0	59.09090909090909
NM_001270521	MED23	8	11.0	72.72727272727273
NM_015979	MED23	8	11.0	72.72727272727273
NM_004830	MED23	8	11.0	72.72727272727273
NM_001270522	MED23	8	11.0	72.72727272727273
NM_006208	ENPP1	10	12.0	83.33333333333334
NR_137169	STX7	1	1.0	100.0
