#hg19.refGene.name	hg19.knownToEnsembl.value
NM_025260	ENST00000451549,ENST00000383412,ENST00000438769,ENST00000426729,ENST00000444404,ENST00000428302,ENST00000375809,
NM_138277	ENST00000483796,ENST00000493554,ENST00000475000,ENST00000460024,ENST00000492012,ENST00000477236,ENST00000375809,
NM_001199240	ENST00000419261,ENST00000400139,ENST00000416384,ENST00000211377,ENST00000448091,ENST00000433880,ENST00000375906,
NM_001199238	ENST00000419261,ENST00000400139,ENST00000416384,ENST00000211377,ENST00000448091,ENST00000433880,ENST00000375906,
NM_001282385	n/a
NM_138272	ENST00000483796,ENST00000451549,ENST00000493554,ENST00000383412,ENST00000475000,ENST00000438769,ENST00000460024,ENST00000426729,ENST00000492012,ENST00000444404,ENST00000477236,ENST00000428302,ENST00000480039,ENST00000375809,
NM_001098534	ENST00000422756,ENST00000383446,ENST00000415373,ENST00000442479,ENST00000413922,ENST00000443182,ENST00000375976,
NR_002971	ENST00000583823,ENST00000581839,ENST00000580626,ENST00000585011,ENST00000578065,ENST00000581480,ENST00000363946,
NR_106890	n/a
NR_039789	ENST00000583279,ENST00000580368,ENST00000584593,ENST00000584183,ENST00000580407,ENST00000585157,ENST00000580775,
NR_024541	ENST00000550508,ENST00000548716,ENST00000547676,ENST00000547421,ENST00000546405,ENST00000548848,ENST00000409239,
NR_003673	ENST00000419000,ENST00000443544,ENST00000435369,ENST00000430237,ENST00000419767,ENST00000435051,ENST00000409239,
NM_001303007	n/a
NM_001353334	n/a
NM_001303008	n/a
NM_004638	ENST00000416335,ENST00000383455,ENST00000414956,ENST00000428775,ENST00000432252,ENST00000422962,ENST00000376033,
NM_001256169	ENST00000439902,ENST00000400157,ENST00000443975,ENST00000416324,ENST00000422771,ENST00000425177,ENST00000375920,
NM_138274	ENST00000451549,ENST00000383412,ENST00000438769,ENST00000426729,ENST00000444404,ENST00000428302,ENST00000375809,
NR_033489	n/a
NM_001177515	ENST00000551038,ENST00000549543,ENST00000548592,ENST00000446529,ENST00000552042,ENST00000546528,ENST00000550556,ENST00000547161,ENST00000549853,ENST00000547325,ENST00000549722,ENST00000550719,ENST00000375842,ENST00000395952,
NM_033177	ENST00000419261,ENST00000400139,ENST00000416384,ENST00000211377,ENST00000448091,ENST00000433880,ENST00000375906,
NM_001003693	ENST00000455632,ENST00000554860,ENST00000383420,ENST00000400084,ENST00000446062,ENST00000557698,ENST00000447811,ENST00000430366,ENST00000453044,ENST00000455955,ENST00000442105,ENST00000556331,ENST00000375832,ENST00000556581,
NM_021184	ENST00000431256,ENST00000366432,ENST00000442972,ENST00000366431,ENST00000418357,ENST00000413113,ENST00000375911,
NM_001178044	ENST00000549663,ENST00000549677,ENST00000550401,ENST00000551168,ENST00000547493,ENST00000553121,ENST00000375562,
NM_001178045	ENST00000548188,ENST00000547684,ENST00000550821,ENST00000546461,ENST00000547288,ENST00000553147,ENST00000544672,
NM_025257	ENST00000425238,ENST00000383379,ENST00000417894,ENST00000453831,ENST00000415517,ENST00000442152,ENST00000229729,
NR_126423	n/a
NR_002745	ENST00000582400,ENST00000583032,ENST00000578807,ENST00000577237,ENST00000364953,
NR_002742	ENST00000582902,ENST00000579069,ENST00000583619,ENST00000583541,ENST00000364884,
NM_005345	ENST00000433487,ENST00000400040,ENST00000430065,ENST00000441618,ENST00000375651,
NM_006295	ENST00000211402,ENST00000435657,ENST00000457796,ENST00000422694,ENST00000425144,ENST00000375663,
NM_005527	ENST00000417601,ENST00000383390,ENST00000426095,ENST00000456772,ENST00000375654,
NM_000434	ENST00000434496,ENST00000229725,ENST00000423382,ENST00000437432,ENST00000439648,ENST00000422978,ENST00000411774,ENST00000375631,
NR_160945	n/a
NR_160946	n/a
NR_160947	n/a
NR_160948	n/a
NR_160949	n/a
NR_160950	n/a
NR_160951	n/a
NR_160952	n/a
NR_160953	n/a
NM_025258	ENST00000546928,ENST00000551851,ENST00000550450,ENST00000547402,ENST00000550381,ENST00000375686,
NM_001039651	ENST00000498473
NM_021177	ENST00000424975,ENST00000383391,ENST00000432122,ENST00000455705,ENST00000434125,ENST00000375661,
NM_005346	ENST00000452298,ENST00000445736,ENST00000383389,ENST00000391555,ENST00000422919,ENST00000450744,ENST00000449876,ENST00000391548,ENST00000608703,ENST00000375650,
NM_032470	ENST00000426348,ENST00000469250,ENST00000488124,ENST00000471059,ENST00000404514,ENST00000489006,ENST00000423622,ENST00000477062,ENST00000475986,ENST00000423417,ENST00000472274,ENST00000464376,ENST00000507684,ENST00000451343,ENST00000490077,
NM_004197	ENST00000468899,ENST00000426802,ENST00000468702,ENST00000383328,ENST00000462407,ENST00000425138,ENST00000480096,ENST00000444147,ENST00000472631,ENST00000424104,ENST00000479644,ENST00000375331,
NM_001002029	n/a
NM_001145903	ENST00000550682,ENST00000548973,ENST00000548995,ENST00000551081,ENST00000551648,ENST00000549972,ENST00000299367,
NM_001282457	n/a
NM_001371206	n/a
NM_181842	ENST00000458242,ENST00000375525,ENST00000441555,ENST00000432044,ENST00000375527,
NM_000063	ENST00000497466,ENST00000413548,ENST00000486419,ENST00000383362,ENST00000493575,ENST00000375510,ENST00000473998,ENST00000416252,ENST00000482802,ENST00000448206,ENST00000491198,ENST00000411803,ENST00000418949,ENST00000299367,
NR_031601	ENST00000584324,ENST00000581145,ENST00000581342,ENST00000582748,ENST00000578791,ENST00000408340,
NM_001252204	ENST00000375295,ENST00000449788,ENST00000383325,ENST00000411583,ENST00000421274,ENST00000435500,ENST00000375177,ENST00000428956,ENST00000435363,
NM_007293	n/a
NM_005510	ENST00000414092,ENST00000383330,ENST00000453742,ENST00000454430,ENST00000419797,ENST00000337523,
NR_104191	n/a
NR_040090	ENST00000467455,ENST00000495919,ENST00000493848,
NR_001284	n/a
NM_032454	ENST00000426802,ENST00000383328,ENST00000425138,ENST00000444147,ENST00000424104,ENST00000375331,
NM_001371205	n/a
NM_001178063	ENST00000423826,ENST00000413548,ENST00000383367,ENST00000383362,ENST00000375510,ENST00000383359,ENST00000419062,ENST00000416252,ENST00000428140,ENST00000448206,ENST00000411803,ENST00000452763,ENST00000452323,ENST00000299367,
NR_026717	ENST00000549310,ENST00000547578,ENST00000551718,ENST00000549916,ENST00000550656,ENST00000466132,
NM_001282459	n/a
NM_001282458	n/a
NM_006929	ENST00000429465,ENST00000383336,ENST00000448219,ENST00000412823,ENST00000421789,ENST00000375394,
NM_002904	ENST00000383174,ENST00000383343,ENST00000429857,ENST00000448628,ENST00000457397,ENST00000375429,
NM_001710	ENST00000455591,ENST00000433503,ENST00000399981,ENST00000419920,ENST00000549222,ENST00000375455,ENST00000417261,ENST00000427888,ENST00000424727,ENST00000436692,ENST00000426239,ENST00000419411,ENST00000456570,ENST00000425368,
NM_000500	ENST00000448478,ENST00000383322,ENST00000456152,ENST00000436607,ENST00000547367,ENST00000494168,ENST00000418967,
NM_001136153	ENST00000293709,ENST00000463669,ENST00000383156,ENST00000427136,ENST00000439240,ENST00000427136,ENST00000498564,ENST00000425571,ENST00000435768,ENST00000425571,ENST00000375203,ENST00000375201,ENST00000375203,ENST00000495579,
NM_004381	ENST00000293709,ENST00000463669,ENST00000427136,ENST00000498564,ENST00000425571,ENST00000492011,ENST00000375203,ENST00000495579,
NM_001128590	ENST00000448478,ENST00000383322,ENST00000456152,ENST00000436607,ENST00000547880,ENST00000452708,ENST00000418967,
NM_032470	ENST00000426348,ENST00000469250,ENST00000488124,ENST00000471059,ENST00000404514,ENST00000489006,ENST00000423622,ENST00000477062,ENST00000475986,ENST00000423417,ENST00000472274,ENST00000464376,ENST00000507684,ENST00000451343,ENST00000490077,
NM_019105	ENST00000550212,ENST00000424713,ENST00000451159,ENST00000549232,ENST00000548649,ENST00000412618,ENST00000375247,
NM_001365276	n/a
NM_001368144	n/a
NM_022110	ENST00000456854,ENST00000425378,ENST00000443350,ENST00000375156,
NM_001368143	n/a
NM_001002029	n/a
NM_001276501	ENST00000383265,ENST00000424520,ENST00000414839,ENST00000453667,ENST00000429209,ENST00000432871,ENST00000375040,
NM_138717	ENST00000427896,ENST00000383301,ENST00000412651,ENST00000414356,ENST00000383152,ENST00000423347,ENST00000525601,ENST00000361568,
NM_030651	ENST00000483352,ENST00000444466,ENST00000480261,ENST00000454112,ENST00000460171,ENST00000451329,ENST00000483016,ENST00000456814,ENST00000464136,ENST00000419655,ENST00000479222,ENST00000458719,ENST00000479455,ENST00000414687,ENST00000495191,ENST00000211413,
NM_005155	ENST00000429189,ENST00000425659,ENST00000399860,ENST00000459812,ENST00000464460,ENST00000457509,ENST00000480383,ENST00000488579,ENST00000452562,ENST00000476214,ENST00000490624,ENST00000399665,ENST00000468814,ENST00000467760,ENST00000440507,ENST00000483565,ENST00000496937,ENST00000422988,ENST00000493809,ENST00000465052,ENST00000395523,ENST00000422437,ENST00000428388,
NR_037860	n/a
NR_134950	n/a
NM_001206940	ENST00000383275,ENST00000426320,ENST00000449037,ENST00000453588,ENST00000452945,ENST00000432831,ENST00000375055,
NM_001206934	ENST00000383275,ENST00000426320,ENST00000449037,ENST00000453588,ENST00000452945,ENST00000432831,ENST00000375055,
NM_002586	ENST00000383270,ENST00000489815,ENST00000453487,ENST00000498292,ENST00000431537,ENST00000480293,ENST00000453961,ENST00000485304,ENST00000420432,ENST00000461385,ENST00000433552,ENST00000494630,ENST00000375050,ENST00000478678,
NM_001206954	ENST00000451115,ENST00000383275,ENST00000451115,ENST00000427822,ENST00000426320,ENST00000427822,ENST00000456918,ENST00000449037,ENST00000456918,ENST00000436456,ENST00000453588,ENST00000436456,ENST00000426138,ENST00000452945,ENST00000426138,ENST00000447921,ENST00000432831,ENST00000447921,ENST00000375076,ENST00000375055,ENST00000375070,
NM_001204103	ENST00000399860,ENST00000457509,ENST00000452562,ENST00000399665,ENST00000440507,ENST00000422988,ENST00000395523,
NM_006411	ENST00000399833,ENST00000416363,ENST00000414933,ENST00000446463,ENST00000452427,ENST00000433376,ENST00000375107,
NM_001206966	ENST00000462045,ENST00000383275,ENST00000451115,ENST00000472209,ENST00000426320,ENST00000427822,ENST00000490201,ENST00000449037,ENST00000456918,ENST00000490281,ENST00000453588,ENST00000436456,ENST00000467684,ENST00000452945,ENST00000426138,ENST00000488393,ENST00000432831,ENST00000447921,ENST00000484849,ENST00000375055,ENST00000375070,
NM_001206929	ENST00000451115,ENST00000427822,ENST00000456918,ENST00000436456,ENST00000426138,ENST00000447921,ENST00000375076,
NM_001206936	ENST00000451115,ENST00000462045,ENST00000383275,ENST00000427822,ENST00000472209,ENST00000426320,ENST00000456918,ENST00000490201,ENST00000449037,ENST00000436456,ENST00000490281,ENST00000453588,ENST00000426138,ENST00000467684,ENST00000452945,ENST00000447921,ENST00000488393,ENST00000432831,ENST00000375076,ENST00000484849,ENST00000375055,
NM_006913	ENST00000432616,ENST00000449794,ENST00000453473,ENST00000456167,ENST00000413786,ENST00000445885,ENST00000375094,ENST00000427134,
NM_032741	ENST00000383294,ENST00000399833,ENST00000430777,ENST00000416363,ENST00000456679,ENST00000414933,ENST00000425204,ENST00000446463,ENST00000448196,ENST00000452427,ENST00000417388,ENST00000433376,ENST00000336984,ENST00000375107,
NM_001363780	n/a
NR_037169	ENST00000471078,ENST00000480799,ENST00000476516,ENST00000497420,ENST00000487140,ENST00000494845,ENST00000485360,ENST00000485392,
NR_037170	ENST00000471078,ENST00000480799,ENST00000476516,ENST00000497420,ENST00000487140,ENST00000494845,ENST00000485360,ENST00000485392,
NR_037171	ENST00000471078,ENST00000480799,ENST00000476516,ENST00000497420,ENST00000487140,ENST00000494845,ENST00000485360,ENST00000485392,
NR_037172	ENST00000489854,ENST00000459795,ENST00000477877,ENST00000498291,ENST00000470242,ENST00000480121,ENST00000482409,ENST00000498575,
NR_037861	n/a
NR_106779	n/a
NR_106891	n/a
NM_001136	ENST00000462045,ENST00000451115,ENST00000462045,ENST00000472209,ENST00000427822,ENST00000472209,ENST00000490201,ENST00000456918,ENST00000490201,ENST00000490281,ENST00000436456,ENST00000490281,ENST00000467684,ENST00000426138,ENST00000467684,ENST00000488393,ENST00000447921,ENST00000488393,ENST00000484849,ENST00000375076,ENST00000484849,
NR_134949	n/a
NM_172197	ENST00000451115,ENST00000427822,ENST00000456918,ENST00000436456,ENST00000426138,ENST00000447921,ENST00000375076,
NM_022107	ENST00000383269,ENST00000457070,ENST00000448684,ENST00000420041,ENST00000441705,ENST00000445326,ENST00000375043,
NM_004557	ENST00000383264,ENST00000464153,ENST00000425600,ENST00000454571,ENST00000464745,ENST00000437843,ENST00000480224,ENST00000439349,ENST00000474810,ENST00000457094,ENST00000467950,ENST00000375023,ENST00000473562,
NR_038190	n/a
NM_001206932	ENST00000451115,ENST00000427822,ENST00000456918,ENST00000436456,ENST00000426138,ENST00000447921,ENST00000375076,
NM_030652	ENST00000459812,ENST00000480383,ENST00000476214,ENST00000468814,ENST00000483565,ENST00000493809,ENST00000422437,
NM_001371439	n/a
NM_001371437	n/a
NM_001371438	n/a
NM_001286474	n/a
NM_006781	ENST00000424621,ENST00000438312,ENST00000383262,ENST00000399749,ENST00000383262,ENST00000448986,ENST00000383130,ENST00000448986,ENST00000449847,ENST00000427082,ENST00000449847,ENST00000427082,ENST00000451857,ENST00000457429,ENST00000442822,ENST00000447241,ENST00000375015,ENST00000533191,
NR_044996	ENST00000445536,ENST00000444345,ENST00000433741,ENST00000416228,ENST00000416528,ENST00000412919,ENST00000428633,ENST00000426643,
NM_001286475	n/a
NM_002125	ENST00000374975,
NM_019111	ENST00000416883,ENST00000383259,ENST00000442960,ENST00000383127,ENST00000414698,ENST00000411524,ENST00000395388,
NM_002124	ENST00000360004,
NR_001298	ENST00000411500
NR_133907	n/a
NM_001243961	ENST00000374943
NM_002123	ENST00000434651,ENST00000374943,ENST00000434651,
NM_002122	ENST00000343139
NM_001198858	ENST00000547371,ENST00000433801,ENST00000549204,ENST00000323109,ENST00000549642,ENST00000455520,ENST00000549667,ENST00000419519,ENST00000547938,ENST00000415137,ENST00000548910,ENST00000442043,ENST00000551426,ENST00000442806,ENST00000437316,ENST00000435145,
NM_001300790	n/a
NM_020056	ENST00000447735,ENST00000446482,ENST00000546801,ENST00000453672,ENST00000443184,ENST00000241802,ENST00000415898,ENST00000374940,
NR_039668	n/a
NM_018833	ENST00000452371,ENST00000451907,ENST00000383240,ENST00000383239,ENST00000455842,ENST00000439425,ENST00000383119,ENST00000383118,ENST00000443713,ENST00000414145,ENST00000443713,ENST00000419142,ENST00000445986,ENST00000419142,ENST00000457634,ENST00000426977,ENST00000452392,ENST00000374899,ENST00000374897,
NM_148919	ENST00000446762,ENST00000383236,ENST00000455660,ENST00000421445,ENST00000457261,ENST00000429645,ENST00000438442,ENST00000374882,
NM_004159	ENST00000441960,ENST00000383238,ENST00000436627,ENST00000452573,ENST00000416134,ENST00000416564,ENST00000435978,ENST00000374881,
NR_037173	ENST00000421382,ENST00000447649,ENST00000455129,ENST00000416878,ENST00000421458,ENST00000449775,ENST00000449128,ENST00000453426,
NM_002800	ENST00000383114,ENST00000383234,ENST00000427870,ENST00000444284,ENST00000422729,ENST00000453059,ENST00000434471,ENST00000374859,
NR_037174	ENST00000421382,ENST00000447649,ENST00000455129,ENST00000416878,ENST00000421458,ENST00000449775,ENST00000449128,ENST00000453426,
NR_037175	ENST00000421382,ENST00000447649,ENST00000455129,ENST00000416878,ENST00000421458,ENST00000449775,ENST00000449128,ENST00000453426,
NR_037176	ENST00000421382,ENST00000447649,ENST00000455129,ENST00000416878,ENST00000421458,ENST00000449775,ENST00000449128,ENST00000453426,
NM_000593	ENST00000439781,ENST00000383235,ENST00000418205,ENST00000414467,ENST00000440894,ENST00000424897,ENST00000428324,ENST00000425148,ENST00000354258,
NM_001290043	n/a
NR_037177	n/a
NR_037178	n/a
NM_002120	ENST00000454286,ENST00000469995,ENST00000426644,ENST00000483576,ENST00000447178,ENST00000474748,ENST00000454969,ENST00000475173,ENST00000456406,ENST00000486158,ENST00000438763,ENST00000475235,
NM_001292022	n/a
NM_001199456	ENST00000439194,ENST00000427021,ENST00000446150,ENST00000436979,ENST00000449025,
NM_006120	ENST00000439054,ENST00000450601,ENST00000434337,ENST00000452615,ENST00000453490,ENST00000441375,ENST00000383230,ENST00000374843,
NM_005104	ENST00000399529,ENST00000414731,ENST00000438194,ENST00000416727,ENST00000424160,ENST00000457933,ENST00000552587,ENST00000374825,
NM_001199455	ENST00000550142,ENST00000550598,ENST00000547895,ENST00000424160,ENST00000549126,ENST00000395289,
NM_001291986	n/a
NM_002119	ENST00000452598,ENST00000383226,ENST00000426070,ENST00000434335,ENST00000438987,ENST00000426685,ENST00000229829,
NM_002118	ENST00000448798,ENST00000440078,ENST00000461570,ENST00000438310,ENST00000383231,ENST00000463532,ENST00000451921,ENST00000395312,ENST00000480557,ENST00000413038,ENST00000428420,ENST00000487546,ENST00000441177,ENST00000424822,ENST00000466737,ENST00000433242,ENST00000450897,ENST00000482267,ENST00000424874,ENST00000412948,ENST00000476119,ENST00000414017,ENST00000418107,ENST00000416244,
NM_001113182	ENST00000399528,ENST00000449118,ENST00000383108,ENST00000549126,ENST00000374831,
NM_001242525	ENST00000454805,ENST00000383224,ENST00000443117,ENST00000422504,ENST00000415247,ENST00000374808,ENST00000515317,ENST00000419277,
NM_001242524	ENST00000454805,ENST00000383224,ENST00000443117,ENST00000422504,ENST00000374808,ENST00000515317,ENST00000419277,
NM_080681	ENST00000448717,ENST00000383219,ENST00000425729,ENST00000383087,ENST00000447349,ENST00000443138,ENST00000374708,
NM_080679	ENST00000550998,ENST00000549491,ENST00000552134,ENST00000551542,ENST00000552473,ENST00000443138,ENST00000361917,
NM_080680	ENST00000551758,ENST00000549836,ENST00000551413,ENST00000549811,ENST00000549885,ENST00000548637,ENST00000341947,
NM_033554	ENST00000484244,ENST00000454805,ENST00000383224,ENST00000481258,ENST00000443117,ENST00000485095,ENST00000422504,ENST00000472997,ENST00000486369,ENST00000374808,ENST00000480689,ENST00000515317,ENST00000511285,ENST00000419277,ENST00000479107,
NR_001435	ENST00000485953,ENST00000487800,ENST00000489543,ENST00000485725,ENST00000484187,ENST00000461425,ENST00000470997,
NR_138084	n/a
NM_002121	ENST00000458614,ENST00000454006,ENST00000399500,ENST00000432661,ENST00000411749,ENST00000411722,ENST00000415996,ENST00000445925,ENST00000425130,ENST00000455122,ENST00000433800,ENST00000447674,ENST00000418931,ENST00000416804,
NM_001163771	ENST00000452937,ENST00000383088,ENST00000435763,ENST00000439039,ENST00000447741,ENST00000395194,
NM_001141970	ENST00000383062,ENST00000383194,ENST00000436311,ENST00000445009,ENST00000374542,
